"abandon kindness"
"man work"
"man yama"
"man ye"
"manas lake"
"manas suparna"
"manasa arrived"
"manasa indra"
"manasa lake"
"manasa purna"
"manavas subsequently"
"mandakini capable"
"mandakini hundreds"
"mandakini prayaga"
"mandala thus"
"mandalaka pindasektri"
"mandapala agni"
"mandapala conversant"
"mandapala replied"
"mandapalas children"
"mandara abounding"
"mandara flowers"
"mandara hill"
"mandara malaya"
"mandara mountain"
"mandara mountains"
"mandara nila"
"mandara sunk"
"mandara trees"
"mandarathat king"
"mandavya betook"
"mandhata literally"
"mandhatri gratify"
"mandhatri somaka"
"mandhatri yayati"
"mandhatri yudhishthira"
"mandodari tunda"
"manduka yoga"
"maneating one"
"mangala sani"
"mangling everything"
"mango leaf"
"mango tree"
"mango trees"
"manhood however"
"manhood indeed"
"mani purana"
"maniac exclaiming"
"manibhadra king"
"manibhadrakas protect"
"manifest byakta"
"manifest indeed"
"manifest otherwise"
"manifestations saving"
"manifold forms"
"manifold sins"
"manifold worlds"
"manikundala amogha"
"maniman menacing"
"manimana dandadhara"
"manimantha mountain"
"manimat mountain"
"manipura arrived"
"manipura thug"
"mankind narada"
"mankind neither"
"mankind righteousness"
"manliness consists"
"manliness cowards"
"manliness dwelleth"
"manliness formerly"
"manlion nrisingha"
"manma thakara"
"manmatha union"
"manner arjuna"
"manner directed"
"manner disciples"
"manner fasts"
"manner however"
"manner indeed"
"manner jiva"
"manner led"
"manner let"
"manner men"
"manner mind"
"manner prakriti"
"manner purusha"
"manner q"
"manner reside"
"manner sattwa"
"manner therefore"
"manner yogins"
"manners none"
"manoeuvres sometimes"
"manojava kantakini"
"manorama asita"
"manorama kesini"
"manorama oghavati"
"mans body"
"mans corporeal"
"mans desire"
"mans desires"
"mans fame"
"mans fault"
"mans grief"
"mans hair"
"mans inclinations"
"mans karma"
"mans life"
"mans merit"
"mans mind"
"mans name"
"mans possessions"
"mans poverty"
"mans powers"
"mans slap"
"mans status"
"mans stomach"
"mans wife"
"mansion arjuna"
"mansion bringing"
"mansion hath"
"mansion indicative"
"mansion replete"
"mansion satyaki"
"mansion sikhandini"
"mansion wealth"
"mansion wherein"
"mansions desirous"
"manthanika jarayu"
"mantra avenger"
"mantra day"
"mantra indeed"
"mantra invocation"
"mantra jarasandha"
"mantra one"
"mantra vashat"
"mantra vizkine"
"mantras adored"
"mantras alas"
"mantras approved"
"mantras arjuna"
"mantras beholding"
"mantras bows"
"mantras ceases"
"mantras contain"
"mantras declare"
"mantras fire"
"mantras fraught"
"mantras freed"
"mantras inspiring"
"mantras libations"
"mantras long"
"mantras produceth"
"mantras recite"
"mantras siva"
"mantras swaha"
"mantras vagindra"
"mantras viz"
"manu daksha"
"manu fraught"
"manu hath"
"manu however"
"manu ie"
"manu ikshaku"
"manu manu"
"manu understanding"
"manu vansa"
"manu vasishtha"
"manu verily"
"manus boat"
"manus race"
"manus soma"
"many arjuna"
"many arrows"
"many ascetics"
"many asuras"
"many brahmacaris"
"many brahmana"
"many brahmanas"
"many elephants"
"many especial"
"many foremost"
"many gods"
"many heroic"
"many hills"
"many indeed"
"many kings"
"many kshatriyas"
"many men"
"many mounted"
"many others"
"many persons"
"many rakshasas"
"many rishis"
"many royal"
"many shot"
"many sons"
"many thousands"
"manyauti becomes"
"marakata jewel"
"march nothing"
"march together"
"marching hosts"
"mares head"
"margama hiranyksha"
"marganapria anupa"
"margin beholding"
"maricha briefly"
"marichi afterwards"
"marichi angiras"
"marichi atri"
"marichi begat"
"marichi bhrigu"
"marichi kasyapa"
"marichi sukra"
"marichipas intelligence"
"marichis son"
"marital hymns"
"maritime country"
"mark bathes"
"mark behind"
"mark cherisheth"
"mark drinking"
"mark krishna"
"mark mahadeva"
"mark none"
"mark observant"
"mark savyasaci"
"mark shall"
"mark shot"
"mark thinking"
"mark ye"
"markandeya continued"
"markandeya grown"
"markandeya pavitrapani"
"markandeya propound"
"markandeya replied"
"markandeya saying"
"markandeya speak"
"markandeya speaketh"
"marriage brahmanas"
"marriage cannot"
"marriage ceremony"
"marriage dower"
"marriage etc"
"marriage fortunate"
"marriage himavat"
"marriage however"
"marriage kings"
"marriage knot"
"marriage ones"
"marriage people"
"marriage presents"
"marriage rites"
"marriage someone"
"marriage union"
"marriage upon"
"marriage vow"
"marrow bones"
"marrow flesh"
"marrutantavya vataghna"
"martanda born"
"martanda vivaswat"
"martikavatas counting"
"marut sakra"
"maruta bhima"
"maruta dharma"
"maruta kapota"
"maruta thus"
"maruta weapons"
"marutas aswinas"
"marutas eulogise"
"marutas hearing"
"marutas protect"
"marutas viswakarman"
"marutasana udaraksha"
"maruts behold"
"maruts drank"
"maruts hear"
"maruts let"
"maruts pradyumna"
"maruts prajapati"
"maruts sakra"
"maruts shrouding"
"maruts thus"
"maruts vasishtha"
"maruts winds"
"maruts worshipping"
"marutta accepting"
"marutta dridharatha"
"marutta kusika"
"marutta manu"
"marutta performed"
"marutta said"
"marutta samvarta"
"marutta subject"
"maruttao prince"
"maruttas sacrifice"
"masculine mark"
"masculine sex"
"masha kulattha"
"mass sweta"
"mass ye"
"masses viz"
"master alas"
"master ate"
"master barks"
"master beareth"
"master contract"
"master conversant"
"master dhaumya"
"master duryodhana"
"master dwaipayanarose"
"master enemies"
"master hath"
"master indeed"
"master inexhaustible"
"master kasyapa"
"master krishna"
"master krishnadwaipayana"
"master mingles"
"master ordered"
"master perform"
"master show"
"master since"
"master supplies"
"master time"
"master vahuka"
"master vasishtha"
"master yajnaseni"
"masterless host"
"masters abode"
"masters cakes"
"masters car"
"masters deceived"
"masters good"
"masters kings"
"masters leave"
"masters objects"
"masters secrets"
"masters teeth"
"masters today"
"masterwho blazes"
"matali admired"
"matali behold"
"matali bending"
"matali mount"
"matali saying"
"matali viz"
"matalis daughter"
"matalis gratification"
"matanga dost"
"matanga quickly"
"matanga trisanku"
"matanga viz"
"matangas excellent"
"matangas tirtha"
"matangi sarduli"
"matariswan nisakara"
"match hath"
"match soon"
"match taking"
"matchless exploits"
"matchless merit"
"matchless prowess"
"matchless shower"
"matchless strength"
"mate beings"
"material body"
"material case"
"material cause"
"material form"
"material organ"
"material portion"
"material prosperity"
"materiality ceases"
"materiality however"
"materials indeed"
"materials kunti"
"maternal grandfather"
"maternal uncle"
"maternal uncles"
"mates behold"
"mathura dividing"
"mati prana"
"matri one"
"matri pitamaha"
"matri tirtha"
"matribhakta senani"
"matrikas mothers"
"matsya hearing"
"matsya king"
"matsya land"
"matsya let"
"matsya prithulaksha"
"matsya race"
"matsya said"
"matsya warrior"
"matsya warriors"
"matsyas also"
"matsyas city"
"matsyas commanding"
"matsyas court"
"matsyas dominions"
"matsyas excellent"
"matsyas fight"
"matsyas hath"
"matsyas hear"
"matsyas king"
"matsyas kurus"
"matsyas panchalas"
"matsyas rushing"
"matsyas said"
"matsyas saying"
"matsyas son"
"matsyas suta"
"matsyas virata"
"matsyas vrishaddhaja"
"matsyas yudhishthira"
"matter angirasas"
"matter behave"
"matter gadhi"
"matter give"
"matter hear"
"matter hearing"
"matter men"
"matter produces"
"matter sakuni"
"matter therefore"
"matter thereupon"
"matter thoroughly"
"matter though"
"matter thus"
"matter truly"
"matter viz"
"matulis search"
"mature knowledge"
"mature wisdom"
"mature years"
"maturity decline"
"maudgalya samasaurava"
"maunjayana vayubhaksha"
"max muller"
"may indeed"
"may king"
"may live"
"may nevertheless"
"may prosperity"
"may therefore"
"may ye"
"maya bhima"
"maya built"
"maya danava"
"maya illusion"
"maya illusive"
"maya men"
"maya vasudeva"
"mayst arrive"
"mayst ask"
"mayst attain"
"mayst become"
"mayst beget"
"mayst bid"
"mayst cherish"
"mayst command"
"mayst confide"
"mayst consider"
"mayst consult"
"mayst continue"
"mayst cook"
"mayst covet"
"mayst deem"
"mayst depart"
"mayst describe"
"mayst desert"
"mayst desire"
"mayst discharge"
"mayst dwell"
"mayst forgive"
"mayst gather"
"mayst hold"
"mayst however"
"mayst hurl"
"mayst impart"
"mayst increase"
"mayst like"
"mayst proceed"
"mayst refill"
"mayst regard"
"mayst require"
"mayst reside"
"mayst rest"
"mayst return"
"mayst settle"
"mayst slay"
"mayst solicit"
"mayst stay"
"mayst surpass"
"mayst tell"
"mayst therefore"
"mayst think"
"mayst transfer"
"mayst use"
"mayst walk"
"mayst wash"
"mayst wish"
"meagre wan"
"meal satyavan"
"mean act"
"mean descent"
"mean desire"
"mean end"
"mean vermin"
"meaneth destroyer"
"meanness marry"
"means acts"
"means attend"
"means birds"
"means consent"
"means desire"
"means earning"
"means elephants"
"means endeavour"
"means foregoing"
"means forgiveness"
"means go"
"means hearing"
"means however"
"means indeed"
"means judging"
"means keshava"
"means manu"
"means men"
"means one"
"means originally"
"means people"
"means persons"
"means piety"
"means rejoices"
"means righteousness"
"means seek"
"means similarly"
"means slays"
"means strike"
"means therefore"
"means towards"
"means truly"
"means viz"
"meantime cut"
"meantime utanka"
"meanwhile agni"
"meanwhile arjuna"
"meanwhile ashvatthama"
"meanwhile assure"
"meanwhile aswatthaman"
"meanwhile bhima"
"meanwhile bhishma"
"meanwhile daruka"
"meanwhile dhananjaya"
"meanwhile drona"
"meanwhile dronas"
"meanwhile duryodhana"
"meanwhile dwaipayana"
"meanwhile ghatotkachas"
"meanwhile hearing"
"meanwhile indrajit"
"meanwhile jishnu"
"meanwhile karna"
"meanwhile karnas"
"meanwhile king"
"meanwhile krishna"
"meanwhile prithas"
"meanwhile rudra"
"meanwhile sakra"
"meanwhile salya"
"meanwhile satyaki"
"meanwhile shakra"
"meanwhile slay"
"meanwhile stay"
"meanwhile utanka"
"meanwhile uttara"
"meanwhile vibhatsu"
"meanwhile yuyudhana"
"measure devotion"
"measureless might"
"measuring time"
"meat applaud"
"meat baffling"
"meat bhima"
"meat bhimasena"
"meat drona"
"meat falls"
"meat fire"
"meat gods"
"meat knowing"
"meat listen"
"meat whatever"
"meat wine"
"meda pramoda"
"medha pushti"
"medhavi however"
"medhavis father"
"medhavis life"
"medicaments tell"
"medicine prescribed"
"medicine taking"
"meditation indeed"
"meditation observing"
"meditation subjugation"
"meditation unalterably"
"meek maid"
"meeting krishna"
"meeting panchali"
"meeting something"
"meeting together"
"meghamalin manu"
"meghananda prithusravas"
"megharava meghamala"
"meghasandhi virata"
"meghasvana bhogavati"
"meghavasini subhaga"
"melancholy cupidity"
"melodiously thereon"
"members wealth"
"memory brahma"
"memory hath"
"memory however"
"memory imagination"
"memory knowing"
"memory knowledge"
"memory ready"
"memory wisdom"
"men abiding"
"men accordingly"
"men act"
"men afflicted"
"men agastya"
"men alas"
"men alliances"
"men alone"
"men also"
"men answer"
"men arjuna"
"men attain"
"men attains"
"men bathing"
"men becomes"
"men beggars"
"men behaves"
"men behold"
"men bhagiratha"
"men bhima"
"men bhimasena"
"men bhishma"
"men birds"
"men bore"
"men born"
"men bound"
"men came"
"men cannot"
"men cars"
"men certainty"
"men children"
"men clad"
"men conciliating"
"men conversant"
"men couldst"
"men cut"
"men decrease"
"men desire"
"men desirous"
"men destitute"
"men dhananjaya"
"men dharmas"
"men dhritarashtra"
"men dhritarashtras"
"men disappears"
"men draw"
"men duly"
"men dushmanta"
"men dwell"
"men dwelt"
"men elephants"
"men else"
"men escape"
"men ever"
"men everything"
"men fail"
"men fight"
"men first"
"men fly"
"men food"
"men fools"
"men forbidden"
"men fought"
"men fulfil"
"men gandhari"
"men gandharvas"
"men gifts"
"men go"
"men gods"
"men good"
"men gratified"
"men great"
"men hast"
"men havi"
"men hearing"
"men horses"
"men householders"
"men however"
"men huge"
"men indeed"
"men janardana"
"men jaya"
"men kanwa"
"men karna"
"men kasmira"
"men king"
"men kiriti"
"men know"
"men knoweth"
"men kripa"
"men krishna"
"men laughing"
"men let"
"men listen"
"men lust"
"men mahadeva"
"men male"
"men may"
"men mayst"
"men men"
"men nagas"
"men nahushas"
"men observant"
"men obstruct"
"men obtains"
"men pandus"
"men people"
"men persons"
"men phalguna"
"men pitris"
"men place"
"men proceed"
"men protect"
"men proud"
"men rama"
"men recite"
"men reft"
"men relates"
"men repair"
"men repentance"
"men rest"
"men rise"
"men rudra"
"men sahadeva"
"men santa"
"men santanu"
"men sarikas"
"men sauri"
"men saying"
"men serpents"
"men shalt"
"men sharadvatas"
"men shikhandi"
"men slay"
"men spring"
"men steady"
"men steeds"
"men strike"
"men strive"
"men subject"
"men success"
"men suka"
"men superior"
"men surya"
"men suyodhana"
"men tell"
"men thereat"
"men therefore"
"men thinketh"
"men thus"
"men today"
"men towards"
"men uluka"
"men undergo"
"men unholy"
"men urvasi"
"men vasishtha"
"men vibhandaka"
"men victory"
"men vidura"
"men virtue"
"men viz"
"men wherever"
"men whose"
"men wish"
"men witnessing"
"men women"
"men worship"
"men worthy"
"men wrathful"
"men yakshas"
"men ye"
"men yet"
"men youthful"
"men yudhishthira"
"menaka born"
"menaka rambha"
"menaka sahajanya"
"menaka tumvuru"
"menaka viswachi"
"mendicancy brings"
"mendicancy therefore"
"mendicant behave"
"mendicant devala"
"mendicant however"
"mendicant order"
"menial service"
"menispermum tomentosum"
"menjavat mountains"
"mens actions"
"mens conversation"
"mens destinies"
"mens lives"
"mens means"
"mens offspring"
"mens sons"
"mens sorrow"
"mens wind"
"mental fever"
"mental grief"
"mental griefs"
"mental purity"
"mentioned ye"
"merchandise agriculture"
"merchants artisans"
"merchants damayanti"
"merchants ye"
"merciless cries"
"mercy thus"
"mere entreaties"
"mere silence"
"mere wealth"
"merges everything"
"meridian amongst"
"merit applies"
"merit attaches"
"merit attainable"
"merit bearing"
"merit besides"
"merit bhagiratha"
"merit born"
"merit causeth"
"merit charity"
"merit decreaseth"
"merit desirous"
"merit diti"
"merit drona"
"merit exists"
"merit forgiveness"
"merit form"
"merit fraught"
"merit grows"
"merit hereafter"
"merit honour"
"merit hospitality"
"merit increases"
"merit indeed"
"merit inflamed"
"merit jaratkaru"
"merit king"
"merit knowledge"
"merit kukkura"
"merit laying"
"merit lieth"
"merit listen"
"merit lopamudra"
"merit manu"
"merit oh"
"merit originated"
"merit parvata"
"merit penances"
"merit performs"
"merit persons"
"merit replied"
"merit reside"
"merit sacrifices"
"merit saying"
"merit seeing"
"merit seekest"
"merit selfrestraint"
"merit sincerity"
"merit spake"
"merit still"
"merit strength"
"merit succeedeth"
"merit suka"
"merit tell"
"merit ten"
"merit therefore"
"merit thereupon"
"merit thine"
"merit viz"
"merit whether"
"merit worn"
"merit ye"
"merits ambiguity"
"merits angiras"
"merits behold"
"merits cease"
"merits creatures"
"merits indeed"
"merits one"
"merits thus"
"merriment others"
"merry sports"
"meru baffling"
"meru bearing"
"meru blazing"
"meru cometh"
"meru coursing"
"meru diverse"
"meru duly"
"meru extending"
"meru ghatotkacha"
"meru gnat"
"meru mahendra"
"meru moved"
"meru reappeareth"
"meru savarni"
"meru standing"
"meru worshipped"
"meshahrit kumuda"
"meshapravaha nanda"
"message chyavana"
"message duly"
"messenger art"
"messenger bhishma"
"messenger obedient"
"messenger said"
"messenger saying"
"messenger though"
"messenger uluka"
"messengers saying"
"metal accomplished"
"metallic substance"
"metals force"
"metals gold"
"metals land"
"metals shone"
"metals standards"
"meteor arjuna"
"meteor cut"
"meteoric showers"
"meteors baffling"
"meteors fell"
"meteors innumerable"
"methinks bhishma"
"mettle numerous"
"meum jiva"
"mice earthen"
"mid air"
"midday glory"
"midday indeed"
"midday sun"
"middle country"
"midst become"
"midst making"
"midst men"
"midst saying"
"midst shone"
"mien surely"
"mien thus"
"mien viz"
"might alas"
"might began"
"might behold"
"might breaking"
"might consumeth"
"might courage"
"might danced"
"might drona"
"might dug"
"might effulgent"
"might energy"
"might fame"
"might fie"
"might garuda"
"might great"
"might howsoever"
"might humility"
"might impatience"
"might indeed"
"might krishna"
"might might"
"might others"
"might paurava"
"might people"
"might prowess"
"might rama"
"might resides"
"might rice"
"might satyaki"
"might shone"
"might since"
"might slay"
"might slew"
"might still"
"might strike"
"might strung"
"might sutasoma"
"might tell"
"might therefore"
"might today"
"might towering"
"might truthfulness"
"might ugly"
"might union"
"might unto"
"might verily"
"might vrikodara"
"might wait"
"might ye"
"mightier volley"
"mighty abhimanyu"
"mighty achievements"
"mighty alligator"
"mighty alligators"
"mighty amazement"
"mighty ananta"
"mighty antagonist"
"mighty anuvinda"
"mighty arjuna"
"mighty arm"
"mighty arms"
"mighty army"
"mighty array"
"mighty arrow"
"mighty arrows"
"mighty aruna"
"mighty ascetic"
"mighty ashvatthama"
"mighty asura"
"mighty asuras"
"mighty aswatthaman"
"mighty austerities"
"mighty baladeva"
"mighty balarama"
"mighty beings"
"mighty bhagadatta"
"mighty bharata"
"mighty bhargava"
"mighty bhima"
"mighty bhimasena"
"mighty bhishma"
"mighty bhurishrava"
"mighty billows"
"mighty blessing"
"mighty boar"
"mighty body"
"mighty bow"
"mighty bowman"
"mighty bowmen"
"mighty bows"
"mighty brahma"
"mighty brahmanas"
"mighty brothers"
"mighty bull"
"mighty bulls"
"mighty caloric"
"mighty cannibal"
"mighty car"
"mighty caravan"
"mighty carwarrior"
"mighty carwarriors"
"mighty cataract"
"mighty charioteer"
"mighty charioteers"
"mighty chedis"
"mighty chekitana"
"mighty chief"
"mighty chyavana"
"mighty city"
"mighty cloud"
"mighty clouds"
"mighty combatants"
"mighty companions"
"mighty compeers"
"mighty conflict"
"mighty contest"
"mighty creatures"
"mighty current"
"mighty daitya"
"mighty daityas"
"mighty danava"
"mighty danavas"
"mighty dart"
"mighty deeds"
"mighty deities"
"mighty deity"
"mighty demons"
"mighty descendant"
"mighty devrat"
"mighty dhananjaya"
"mighty dhrishtadyumna"
"mighty dhrishtaketu"
"mighty drona"
"mighty drupada"
"mighty durmukha"
"mighty duryodhana"
"mighty dussasana"
"mighty elephant"
"mighty elephants"
"mighty empire"
"mighty encounter"
"mighty enemies"
"mighty energy"
"mighty feat"
"mighty feats"
"mighty fire"
"mighty flames"
"mighty foe"
"mighty foes"
"mighty force"
"mighty forest"
"mighty forests"
"mighty forgiveness"
"mighty frame"
"mighty fruit"
"mighty fruits"
"mighty gandharva"
"mighty gandharvas"
"mighty gandiva"
"mighty garuda"
"mighty ghatotkacha"
"mighty god"
"mighty goddess"
"mighty gramaniya"
"mighty hawk"
"mighty herds"
"mighty hero"
"mighty heroes"
"mighty hill"
"mighty host"
"mighty indra"
"mighty intellect"
"mighty intelligence"
"mighty iravat"
"mighty iron"
"mighty jalasandha"
"mighty jamvunada"
"mighty jarasandha"
"mighty jatayu"
"mighty jayadratha"
"mighty jayatsena"
"mighty jishnu"
"mighty kampana"
"mighty karna"
"mighty kartavirya"
"mighty kartikeya"
"mighty kaurava"
"mighty kesava"
"mighty keshava"
"mighty kichaka"
"mighty king"
"mighty kings"
"mighty kripa"
"mighty krishna"
"mighty kshatradharman"
"mighty kshatriya"
"mighty kumara"
"mighty kumbhakarna"
"mighty kundaka"
"mighty lake"
"mighty lakes"
"mighty leader"
"mighty leaders"
"mighty lion"
"mighty lions"
"mighty lizard"
"mighty lord"
"mighty mace"
"mighty madhava"
"mighty madhu"
"mighty madraka"
"mighty mahasena"
"mighty mandara"
"mighty maniman"
"mighty maruts"
"mighty masses"
"mighty men"
"mighty meru"
"mighty meteor"
"mighty misfortune"
"mighty monarch"
"mighty monarchs"
"mighty monkey"
"mighty mountain"
"mighty mountains"
"mighty naga"
"mighty nagas"
"mighty naraka"
"mighty narayana"
"mighty nivatakavachas"
"mighty ocean"
"mighty one"
"mighty ones"
"mighty pair"
"mighty pancalas"
"mighty panchala"
"mighty pandava"
"mighty pandya"
"mighty partha"
"mighty person"
"mighty persons"
"mighty pisachas"
"mighty power"
"mighty pradyumna"
"mighty prativindhya"
"mighty prince"
"mighty prowess"
"mighty puissance"
"mighty rajasuya"
"mighty rakshasa"
"mighty rakshasas"
"mighty rakshasi"
"mighty rama"
"mighty resources"
"mighty right"
"mighty rishi"
"mighty river"
"mighty rivers"
"mighty roaring"
"mighty root"
"mighty ruin"
"mighty ruler"
"mighty rush"
"mighty sage"
"mighty sages"
"mighty sahadeva"
"mighty saint"
"mighty saints"
"mighty sakra"
"mighty sakradeva"
"mighty sakuni"
"mighty sal"
"mighty salwa"
"mighty samsaptaka"
"mighty samsaptakas"
"mighty sanguine"
"mighty sarangadhwaja"
"mighty satanika"
"mighty satrunjaya"
"mighty satwata"
"mighty satyaki"
"mighty savyasaci"
"mighty self"
"mighty shafts"
"mighty shakuni"
"mighty shikhandi"
"mighty sikhandin"
"mighty snake"
"mighty snakes"
"mighty son"
"mighty sons"
"mighty soul"
"mighty spirit"
"mighty sreniman"
"mighty srinjaya"
"mighty srutayush"
"mighty steeds"
"mighty stream"
"mighty strength"
"mighty sudharman"
"mighty susarman"
"mighty sutasoma"
"mighty tasks"
"mighty tempest"
"mighty tiger"
"mighty tigers"
"mighty tree"
"mighty trees"
"mighty tusk"
"mighty uluka"
"mighty uragas"
"mighty vabhruvahana"
"mighty vahlika"
"mighty vajra"
"mighty vaka"
"mighty vala"
"mighty valadeva"
"mighty valour"
"mighty varchas"
"mighty varuna"
"mighty vasudeva"
"mighty vayu"
"mighty vibhatsu"
"mighty vikarna"
"mighty virata"
"mighty virupaksha"
"mighty vishnu"
"mighty vivinsati"
"mighty vrika"
"mighty vrikodara"
"mighty vrishni"
"mighty vritra"
"mighty vulture"
"mighty warrior"
"mighty warriors"
"mighty wave"
"mighty weapon"
"mighty weapons"
"mighty wind"
"mighty winds"
"mighty wolves"
"mighty yadava"
"mighty yajnasena"
"mighty yakshas"
"mighty yudhishthira"
"mighty yuyutsu"
"mihira pusha"
"milch cow"
"milch cows"
"milch kine"
"mild munificent"
"mild soft"
"milder measures"
"mildly shot"
"mildness cannot"
"mildness contentment"
"mildness liberality"
"mildness modesty"
"miles drona"
"miles krishna"
"miles panicstricken"
"military science"
"milk beholding"
"milk curds"
"milk flowers"
"milk hence"
"milk indeed"
"milk knowing"
"milk penances"
"milk ran"
"milk sesamum"
"milk sweet"
"milk thus"
"milky whiteness"
"millions grim"
"millions heroic"
"mimes drona"
"mimicking bird"
"mind alone"
"mind also"
"mind become"
"mind becometh"
"mind beholding"
"mind bhishma"
"mind bore"
"mind brahmanas"
"mind burnt"
"mind cannot"
"mind clean"
"mind coexisting"
"mind consciousness"
"mind contentment"
"mind desirous"
"mind disconsolate"
"mind distraught"
"mind doth"
"mind dxlviiidlviii"
"mind existing"
"mind eyes"
"mind feels"
"mind fire"
"mind fixed"
"mind followeth"
"mind freed"
"mind gentleness"
"mind gifts"
"mind go"
"mind hath"
"mind hear"
"mind hence"
"mind however"
"mind ignorant"
"mind indeed"
"mind informed"
"mind intellect"
"mind intent"
"mind inwards"
"mind jiva"
"mind karna"
"mind knowledge"
"mind krishna"
"mind listen"
"mind mind"
"mind misgiveth"
"mind moreover"
"mind much"
"mind notwithstanding"
"mind numbering"
"mind offerings"
"mind one"
"mind ones"
"mind previously"
"mind rapt"
"mind recite"
"mind reluctantly"
"mind repeatedly"
"mind roveth"
"mind rusheth"
"mind sahadeva"
"mind sakra"
"mind sanjaya"
"mind save"
"mind saying"
"mind seemeth"
"mind shineth"
"mind shrinks"
"mind sink"
"mind sleeps"
"mind superior"
"mind surmiseth"
"mind tell"
"mind therefore"
"mind thinking"
"mind thrust"
"mind thus"
"mind time"
"mind today"
"mind towards"
"mind understanding"
"mind upon"
"mind upset"
"mind vahuka"
"mind vidura"
"mind viz"
"mind wandereth"
"mind whence"
"mind withdrawn"
"mind word"
"mind words"
"mind yama"
"mind ye"
"mindborn son"
"minded hath"
"minds brave"
"minds eye"
"minds fever"
"minds indeed"
"minds lakes"
"minds nabhaga"
"minds ye"
"mine act"
"mine afford"
"mine also"
"mine behold"
"mine blaze"
"mine deprived"
"mine desire"
"mine doth"
"mine foremost"
"mine fraught"
"mine freed"
"mine go"
"mine hath"
"mine hearing"
"mine hell"
"mine however"
"mine indeed"
"mine jitavati"
"mine leave"
"mine living"
"mine may"
"mine pacify"
"mine partha"
"mine rama"
"mine rescue"
"mine soon"
"mine thereat"
"mine therefore"
"mine thither"
"mine thus"
"mine unto"
"mine whence"
"mine whichever"
"mine ye"
"mine yonder"
"mines prithu"
"mines salt"
"mines trembled"
"minister blazing"
"minister cannot"
"minister none"
"minister replied"
"ministering priest"
"ministering priests"
"ministers attained"
"ministers capital"
"ministers every"
"ministers however"
"ministers ignorant"
"ministers men"
"ministers persons"
"ministers proficient"
"ministers saying"
"ministers sons"
"ministership saying"
"minor bhishma"
"minute detail"
"minute form"
"minute fragments"
"minute hole"
"minute one"
"minute sources"
"minute trespass"
"minute vision"
"minuteness lightness"
"mire blood"
"mire creamy"
"mire curds"
"mire destitute"
"mire shalya"
"mirgaswapna dream"
"mirrors honey"
"mirth though"
"miry banks"
"miry rivers"
"miry sea"
"miry slough"
"misappropriate deposits"
"mischief belonging"
"mischief though"
"misdeeds alas"
"misdeeds kings"
"misdeeds let"
"misdeeds slays"
"misdeeds thyself"
"miserliness cupidity"
"miserliness deceit"
"miserly persons"
"misery alas"
"misery amongst"
"misery animosities"
"misery arjuna"
"misery befell"
"misery bhishma"
"misery birth"
"misery come"
"misery desire"
"misery dwell"
"misery etc"
"misery first"
"misery gathering"
"misery hath"
"misery heat"
"misery indeed"
"misery lust"
"misery overcoming"
"misery overtakes"
"misery plentiful"
"misery revolve"
"misery similarly"
"misery still"
"misery walks"
"misery wander"
"misery wherefore"
"misery whether"
"misery wisdom"
"misery wrought"
"misfortune afflict"
"misfortune beholding"
"misfortune merit"
"misfortune seek"
"misfortune therefore"
"misfortune yayati"
"misfortune yudhishthira"
"mishali champaka"
"mishap befalls"
"misplaced confidence"
"misrakesi alamvusha"
"misrakesi pundarika"
"misrakesi vidyutparna"
"missile arms"
"missile weapon"
"mission dare"
"mission successfully"
"mission urvasi"
"missions therefore"
"mist reflecting"
"mistress tell"
"mistrust towards"
"misuse viz"
"mitra aryaman"
"mitra surya"
"mitra varna"
"mitra varuna"
"mitrabhanu priyankara"
"mitrasena filled"
"mitravaruna saying"
"mitravarunas son"
"mle indeed"
"mleccha king"
"mleccha kings"
"mleccha warriors"
"mlecchas born"
"mlecchas eunuchs"
"mlechcha tribe"
"mlechcha tribes"
"mlechchas residing"
"mlechchha kings"
"mlechchha people"
"mlechchha tongue"
"mlechchha tribe"
"mlechchhas desirous"
"mlechchhas pulindas"
"mlechecha armies"
"mlechechas thus"
"mobile creatures"
"mock snake"
"modapura vamadeva"
"mode agastya"
"mode hunger"
"mode viz"
"model thus"
"modest charitable"
"modest forgiving"
"modest truthful"
"modest wrathful"
"modesty companionship"
"modesty contentment"
"modesty endurance"
"modesty fame"
"modesty forbearance"
"modesty forgiveness"
"modesty patience"
"modesty prosperity"
"modesty renunciation"
"modesty simplicity"
"modesty sincerity"
"modesty steadiness"
"modesty strength"
"modesty truthful"
"modesty yudhishthira"
"modification destruction"
"modification multiplies"
"modification prakriti"
"mohan ganguli"
"mohasankha tall"
"moisture light"
"moksha cite"
"moksha emancipation"
"moksha salvation"
"moksha sections"
"mokshadharma sections"
"mokshadwara tripistapa"
"moment ashtavakra"
"moment beholding"
"moment carry"
"moment cease"
"moment comes"
"moment cut"
"moment dense"
"moment desire"
"moment devoid"
"moment drew"
"moment drona"
"moment dronas"
"moment duryodhana"
"moment hurricanes"
"moment independently"
"moment joy"
"moment let"
"moment misery"
"moment sad"
"moment said"
"moment salutations"
"moment sisupala"
"moment slay"
"moment strike"
"moment therefore"
"moment though"
"moment thus"
"moment vasu"
"moments astika"
"moments aswasena"
"moments days"
"moments delay"
"moments madri"
"moments reflection"
"moments rest"
"monarch accomplish"
"monarch act"
"monarch addressing"
"monarch advancing"
"monarch afraid"
"monarch ambikas"
"monarch amitaujas"
"monarch appoint"
"monarch approach"
"monarch ashvatthama"
